acceptor,n_smiles,donor,p_smiles,pce
BTP-4F-PC6,CCCCCCc1cccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8cccc(CCCCCC)c8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c4n(CC(CC)CCCC)c32)c1,PBDB-T-2F,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.22
CH-6Cl,CCCCCCCCCCCC1=C(/C=C2C(C3=CC(Cl)=C(Cl)C=C3C\2=C(C#N)/C#N)=O)SC4=C1SC5=C4N(CC(CCCCCCCC)CCCCCC)C(C6=C7C(SC8=C9SC(/C=C%10C(C%11=CC(Cl)=C(Cl)C=C%11C\%10=C(C#N)/C#N)=O)=C8CCCCCCCCCCC)=C9N6CC(CCCCCC)CCCCCCCC)=C5C%12=NC%13=C(N=C7%12)C=C(Cl)C(Cl)=C%13,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.22
BO-4Cl,O=C(C1=CC(Cl)=C(C=C1C/2=C(C#N)\C#N)Cl)C2=C/C3=C(CCCCCCCCCCC)C(SC(C4=C5C(N(C6=C7SC8=C6SC(/C=C9/C(C%10=CC(Cl)=C(C=C%10C9=O)Cl)=C(C#N)\C#N)=C8CCCCCCCCCCC)CC(CCCC)CCCCCC)=C7C%11=NSN=C4%11)=C%12N5CC(CCCC)CCCCCC)=C%12S3,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.21
BTP-4Cl-BO,CCCCC(CN1C2=C(C3=NSN=C3C4=C2N(CC(CCCCCC)CCCC)C5=C4SC6=C5SC(/C=C7/C(C(C=C(Cl)C(Cl)=C8)=C8C7=O)=C(C#N)/C#N)=C6CCCCCCCCCCC)C(S9)=C1C%10=C9C(CCCCCCCCCCC)=C(/C=C%11/C(C%12=C(C=C(Cl)C(Cl)=C%12)C%11=O)=C(C#N)/C#N)S%10)CCCCCC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.2
BTP-FTh,CCCCCCc1sc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8cc(F)c(CCCCCC)s8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CCCC)CCCCCC)c5c4n(CC(CCCC)CCCCCC)c32)cc1F,PTQ10,CC(C1=NC(OCC(CCCCCC)CCCCCCCC)=CN=C1C(C2=CC=C(C)S2)=C3F)=C3F,17.16
Y11-EB,CCC(Cn1c2c3n(CC(CC)CC)c4c5sc(/C=C6/C(c7cc(F)c(F)cc7C6=O)=C(C#N)\C#N)c(CCCCCCCCCCC)c5sc4c3c8nn(CC(CC)CCCC)nc8c2c(c91)sc%10c9sc(/C=C%11/C(c%12cc(F)c(F)cc%12C%11=O)=C(C#N)\C#N)c%10CCCCCCCCCCC)CC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.15
BTA-C5,CCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nn(CC(C)CC)nc4c4c5sc6c(CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.11
BTFM,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4ccc(C(F)(F)F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9ccc(C(F)(F)F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,D18-CI,CC1=CC2=C(C(C3=CC(Cl)=C(CC(CCCC)CC)S3)=C(C=C(C4=C(CC(CCCC)CCCCCC)C=C(C5=CC6=C(C(SC(C7=CC(CC(CCCCCC)CCCC)=C(C)S7)=C8)=C8C9=NSN=C96)S5)S4)S%10)C%10=C2C%11=CC(Cl)=C(CC(CCCC)CC)S%11)S1,17.1
BTP1O-4Cl-C12,CCCCCCCCCCCOc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.1
p-BTP-PhC6,CCCCCCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CCCCCC)cc8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c4n(CC(CC)CCCC)c32)cc1,PTQ10,CC(C1=NC(OCC(CCCCCC)CCCCCCCC)=CN=C1C(C2=CC=C(C)S2)=C3F)=C3F,17.1
CH1007,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)[se]c2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)[se]c6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.08
BTP-4F-C7-16,CCCCCCCCC(CCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)c(CCCCCCC)c3sc2c2c3nsnc3c3c4sc5c(CCCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCC)CCCCCCCC)c3c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.07
BTP-2F-ThCl,CCCCCCCCCCCc1c(/C=C2\C(=O)c3c(csc3Cl)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8c(csc8Cl)C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.06
BTIC-BO4Cl-βδ,O=C(C1=C(Cl)C=C(Cl)C=C1C/2=C(C#N)\C#N)C2=C/C(SC3=C4SC(C5=C6C7=C(C8=C(N7CC(CCCCCC)CCCC)C9=C(C(CCCCCCCCCCC)=C(S9)/C=C%10C(C%11=C(Cl)C=C(Cl)C=C%11C\%10=C(C#N)\C#N)=O)S8)C%12=NSN=C5%12)=C3N6CC(CCCC)CCCCCC)=C4CCCCCCCCCCC,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,17.04
mBzS-4F,CCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)[se]c2c1sc1c3c4nn(C)nc4c4c5sc6c(CCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)[se]c6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c12,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,17.02
BTP-4Cl-12,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,17
BDOTP_1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4c(c5c6sc7c(CCCCCCCCCCC)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c3n(CC(CC)CCCC)c21)Oc1ccccc1O4,D18-B,CC1=CC2=C(S1)C(C3=CC(F)=C(S3)CC(CC)CCCC)=C4C=C(SC4=C2C5=CC(F)=C(S5)CC(CC)CCCC)C6=C(CCC(CCCCCC)CCCC)C=C(S6)C7=CC8=C(S7)C9=C(C%10=NSN=C%108)C=C(C%11=CC(CCC(CCCC)CCCCCC)=C(S%11)C)S9,16.93
BTP-eC11,O=C1C2=C(C=C(Cl)C(Cl)=C2)C(/C1=C/C(S3)=C(CCCCCCCCCCC)C4=C3C(N5CC(CCCC)CCCCCC)=C(S4)C6=C5C(N(CC(CCCCCC)CCCC)C7=C8SC9=C7SC(/C=C%10C(C(C=C%11Cl)=C(C\%10=C(C#N)\C#N)C=C%11Cl)=O)=C9CCCCCCCCCCC)=C8C%12=NSN=C%126)=C(C#N)\C#N,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,16.9
BTP-4F-C8-16,CCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCCCC)CCCCCCCC)c4c3n(CC(CCCCCC)CCCCCCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.88
L8-BO-F,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3ccc(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC(CCCC)CCCCCC)c(/C=C7\C(=O)c8ccc(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.82
BT-BO-L4F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4cc(F)c(F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.81
BPT-4F,CCCCCCCCC(CCCCCC)Cn1c2c3sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc3sc2c2c3nsnc3c3c4sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c4n(CC(CCCCCC)CCCCCCCC)c3c21,SZ5,ClC1=C(SC(C2=C3C=C(SC3=C(C4=C2SC(C5=CC=C(C6=C7C(CC8=C(SC(CC(CC)CCCC)=C8C7)CC(CC)CCCC)=C(C9=CC=C(S9)C%10=CC%11=C(S%10)C(C%12=CC(Cl)=C(S%12)CC(CCCC)CC)=C%13C=C(C%14=CC(CC(CC)CCCC)=C(S%14)C%15=NC%16=C(S%15)N=C(S%16)C%17=C(C=C(S%17)C)CC(CC)CCCC)SC%13=C%11C%18=CC(Cl)=C(S%18)CC(CCCC)CC)S6)S5)=C4)C%19=CC(Cl)=C(S%19)CC(CC)CCCC)C)=C1)CC(CCCC)CC,16.8
BTP-Th,CCCCCCCCc1ccc(-c2c(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc3c2sc2c4c5nsnc5c5c6sc7c(-c8ccc(CCCCCCCC)s8)c(/C=C8\C(=O)c9cc(F)c(F)cc9C8=C(C#N)C#N)sc7c6n(CC(CC)CCCC)c5c4n(CC(CC)CCCC)c32)s1,PTQ10,CC(C1=NC(OCC(CCCCCC)CCCCCCCC)=CN=C1C(C2=CC=C(C)S2)=C3F)=C3F,16.8
CH-6F,CCCCCCCCCCCC1=C(/C=C2C(C3=CC(F)=C(F)C=C3C\2=C(C#N)/C#N)=O)SC4=C1SC5=C4N(CC(CCCCCCCC)CCCCCC)C(C6=C7C(SC8=C9SC(/C=C%10C(C%11=CC(F)=C(F)C=C%11C\%10=C(C#N)/C#N)=O)=C8CCCCCCCCCCC)=C9N6CC(CCCCCC)CCCCCCCC)=C5C%12=NC%13=C(N=C7%12)C=C(F)C(F)=C%13,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.77
S-YSS-Cl,CCCCCCCCCCCc1c2sc(c(c(nsn3)c3c4c5n(CC(CCCCCC)CCCC)c6c4sc7c6sc(/C=C8C(c9c(C\8=C(C#N)/C#N)cc(Cl)c(Cl)c9)=O)c7CCCCCCCCCCC)c5n%10CC(CCCCCC)CCCC)c%10c2sc1/C=C%11C(c%12c(C\%11=C(C#N)/C#N)cc(Cl)c(Cl)c%12)=O,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.73
Y6-C5,CCCCCCC(CCCCCC)CCCCn1c2c3n(CCCCC(CCCCCC)CCCCCC)c4c5sc(/C=C6/C(c7cc(F)c(F)cc7C6=O)=C(C#N)\C#N)c(CCCCCCCCCCC)c5sc4c3c8nsnc8c2c(c91)sc%10c9sc(/C=C%11/C(c%12cc(F)c(F)cc%12C%11=O)=C(C#N)\C#N)c%10CCCCCCCCCCC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.73
BTP-4F,CCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,16.7
BTP-PhC6,CCCCC(Cn(c1c2sc3c1sc(/C=C4C(c5c(C\4=C(C#N)/C#N)cc(F)c(F)c5)=O)c3C6=CC=C(CCCCCC)C=C6)c7c2c(nsn8)c8c9c7n(CC(CCCC)CC)c%10c9sc%11c%10sc(/C=C%12C(c%13c(C\%12=C(C#N)/C#N)cc(F)c(F)c%13)=O)c%11C%14=CC=C(CCCCCC)C=C%14)CC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.7
BTP-S7,O=C(C1=CC2=CC(F)=C(C=C2C=C1C/3=C(C#N)\C#N)F)C3=C/C4=C(CCCCCCCCCCC)C(SC(C5=C6C7=C(C8=C(N7CC(CCCC)CCCCCC)C9=C(C(CCCCCCCCCCC)=C(S9)/C=C%10C(C%11=CC%12=CC(F)=C(C=C%12C=C%11C\%10=C(C#N)\C#N)F)=O)S8)C%13=NSN=C5%13)=C%14N6CC(CCCC)CCCCCC)=C%14S4,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.67
Y6,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.67
M3,CCCCCCCCC(CCCCCC)Cn1c2cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc2c2sc3c(OCC(CC)CCCC)c4c(sc5c6sc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)cc6n(CC(CCCCCC)CCCCCCCC)c54)c(OCC(CC)CCCC)c3c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.66
AQx-2,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nccnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,PBDB-TF,O=C(C1=C(SC(CCCCCCCC)=C12)CCCCCCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CCCCCCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CCCCCCCC)S%10)=C7S6)S5)=C3C2=O,16.64
Y11-M,CCCCC(Cn1c2c3n(CC(CC)CCCC)c4c5sc(/C=C6/C(c7cc(F)c(F)cc7C6=O)=C(C#N)\C#N)c(CCCCCCCCCCC)c5sc4c3c8nn(C)nc8c2c(c91)sc%10c9sc(/C=C%11/C(c%12cc(F)c(F)cc%12C%11=O)=C(C#N)\C#N)c%10CCCCCCCCCCC)CC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.64
BT-BO-L4F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc4cc(F)c(F)cc4cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc9cc(F)c(F)cc9cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,PBDB-T-2F,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.6
BTSi-4F,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c4c3n(CCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c21,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.6
Y6-O,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)/C#N)F)C2=C/C(SC3=C4SC5=C3N(C6=C5C7=NSN=C7C8=C6N(C9=C8SC%10=C9SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)\C#N)F)=O)=C%10OCCCCCCCCCCCC)CC(CCCCCC)CCCC)CC(CCCCCC)CCCC)=C4OC#CC#CC#CC#CC#CC#C.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH],PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.6
BTA-C8,CCCCC(CN1C2=C(C3=NN(CCC(CC)CCCCC)N=C3C4=C2N(CC(CC)CCCC)C5=C4SC6=C5SC(/C=C7\C(C8=CC(F)=C(C=C8C7=O)F)=C(C#N)/C#N)=C6CCCCCC)C(S9)=C1C%10=C9C(CCCCCC)=C(/C=C%11/C(C%12=CC(F)=C(C=C%12C%11=O)F)=C(C#N)/C#N)S%10)CC,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.59
AQx2,O=C(C1=CC(F)=C(C=C1C/2=C(C#N)/C#N)F)C2=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CCCC)CC)C6=C4C7=NC=CN=C7C8=C6N(C9=C8SC%10=C9SC(/C=C%11C(C%12=CC(F)=C(C=C%12C\%11=C(C#N)\C#N)F)=O)=C%10CCCCCCCCCCC)CC(CC)CCCC)=C5S3,PM6,O=C(C1=C(SC(CC(CC)CCCC)=C12)CC(CC)CCCC)C3=C(C4=CC=C(C)S4)SC(C5=CC=C(C6=CC7=C(C8=CC(F)=C(CC(CC)CCCC)S8)C(SC(C)=C9)=C9C(C%10=CC(F)=C(CC(CC)CCCC)S%10)=C7S6)S5)=C3C2=O,16.57
